"date","All School","Board of Education of the City of Chicago","Clark County School District (NV)","Los Angeles Unified School District (CA)","School District of Miami-Dade County","Houston Independent School District (TX)"
2023-02-21,86.4898637491992,114.258112905461,100.260644165815,39.9283220852695,85.2646489630848,54.8915393617048
2023-02-27,84.6332126247945,113.804434204695,98.0346341724969,37.2451330289296,82.0757775949413,53.0888882644714
2023-03-06,87.5025563028924,116.049826329105,100.528593642999,40.4730692264111,84.6968641773653,56.8633061690722
2023-03-13,91.6277594889424,117.628344635315,104.412376043956,45.1024101780195,90.7898714264562,63.503666101104
2023-03-20,95.2553434383095,119.069647432886,107.603780586663,50.685122622392,95.379829968519,66.241129488913
2023-03-27,98.446341039217,120.811014937751,111.894495181028,55.7463745812809,98.2623929020324,66.5960511186637
2023-04-03,100.740385215386,122.062218289625,115.055625737551,59.597907042209,104.759294609659,64.8842704245059
2023-04-10,99.99426898552,122.108045975926,114.617570670913,57.9249770617442,105.009241921934,63.8128419633247
2023-04-17,97.5708729402845,121.390690368491,111.756647393571,54.3634185331814,102.118223286295,59.4232166443004
2023-04-24,95.2379966819773,121.145748426252,109.022714362718,50.9016333104007,96.4156563710043,56.4051346833918
2023-05-01,95.5425663973199,122.776232587661,109.401025014929,51.8931450095751,95.1604517529295,53.369598681077
2023-05-08,94.5186137013806,124.286736936511,108.258079259731,50.7219652858562,91.4848668299535,51.9985419154947
2023-05-15,90.9502746035965,125.056404495077,103.693503349155,46.1036717598768,85.9673559259146,47.5410895896647
2023-05-22,87.8725607270214,123.158166959336,100.267768797325,41.7120242447543,79.8953567551545,46.4508083928737
2023-05-30,87.0124460712679,121.441759800214,98.8549387806346,40.8874247947127,81.2049842798888,45.6045789286889
2023-06-05,88.5195135081502,119.189185806348,100.803566038536,43.5946032542792,83.9548159184556,46.5133793512857
2023-06-12,90.0369677829629,120.30448249447,101.130393342747,46.1088078039246,85.2316886141557,48.0774063324919
2023-06-20,91.2924244968561,120.485053632571,101.378769201347,47.3761821767619,85.4042646673041,52.0155216807507
2023-06-26,91.9141416326237,120.993445581863,100.821330594981,46.8525668856151,85.3408886423991,56.4961547729055
2023-07-03,91.7234783095993,121.265323402442,101.402074663172,45.5348604299528,87.4422977863969,55.2838118156965
2023-07-10,92.3220802924095,122.398725327342,102.769320213392,45.7608235845793,89.7824301138565,53.1463260924359
2023-07-17,92.8352588348587,123.177473237464,104.469549151209,46.5072448363908,90.1002694154942,50.2380628537096
2023-07-24,92.513652441878,123.645702132002,102.917497750967,45.7404449797135,90.2126967829742,50.8548008429729
2023-07-31,90.4226885348976,122.418322646425,100.220513520641,43.1558331206565,86.2137327017383,48.2733486428733
2023-08-07,88.8904889098579,122.490859890341,98.0694514796438,40.974492988983,83.23786848764,46.4575704829136
2023-08-14,86.8468986691979,121.069666282475,96.6412573977546,38.2452214645474,79.3778235144776,42.5169800642183
2023-08-21,85.127144082511,120.899446658597,95.0749819672275,35.6493074443873,75.8634946952519,40.0969871444416
2023-08-28,83.6904267578117,120.132315581468,92.9657030675749,34.2934945970711,74.1178243326867,37.5083745430363
2023-09-05,83.1428948391768,119.684887307879,91.885945289416,33.8017058247658,71.0550818937022,37.5782644008562
2023-09-11,81.8393185378813,119.26275848088,90.2056370912944,31.7486723928426,70.3563320823505,36.2307330510207
2023-09-18,77.0432091448646,117.986649107407,84.7640299842723,23.9612206434521,64.6311248332845,32.9687589666847
2023-09-25,71.2189926264967,115.563581206153,78.3892568648414,15.6455993837409,58.2426932929231,26.5328426179263
2023-10-02,67.3403631276875,114.287799708054,73.3670669002515,10.543919080188,51.3182700599125,23.1664863643544
2023-10-10,65.5363687150765,114.138680010003,71.1222909011871,8.63781248784045,47.4695184653781,20.0872828689087
2023-10-16,63.6647944255434,113.61576817818,69.0325689939841,6.59231291519777,42.9035940472628,17.1240195406985
2023-10-23,61.0845243743108,112.400828230974,67.1516471124582,2.33894278247874,40.9117761525549,13.771882622336
2023-10-30,63.2498769161518,112.574682412382,70.2457784573896,5.20979956965647,41.6450039228742,16.5229707853376
2023-11-06,68.900944975036,114.637609930551,77.4031699540946,12.1349880282915,49.0417231397992,24.0666757967378
2023-11-13,76.0441611787975,116.605156708662,85.3544909641942,22.5333581926234,54.9856432200763,34.0130463465364
2023-11-20,81.392926456141,118.310318461858,92.1252397087713,30.4714913656379,61.8476289878623,38.6253409377456
2023-11-27,87.1962698812199,119.945038990407,98.9782926588926,39.1252619119106,68.134753313551,44.1696485414525
2023-12-04,91.8751219166122,121.813948093751,104.870637471556,46.0228085054309,75.3905963318931,46.3515925312604
2023-12-11,96.3886517319991,123.341801630495,109.479286566295,52.2506555695415,83.5717319436723,51.2179365806681
2023-12-18,100.459260186192,125.154521057013,113.352074714516,57.9206285242037,90.6062398929903,55.8888246568739
2023-12-26,103.506182968976,127.163881950836,116.611903964837,61.4207561345292,96.3811222164188,59.0718781173875
2024-01-02,105.081341464052,127.463438260722,118.232550795709,63.1218060523039,97.9386351324557,61.5571233509572
2024-01-08,104.002233727385,128.062514739268,116.958846563234,61.0789739625129,95.2715917113131,60.1794284239656
2024-01-16,102.595114301825,126.994871000828,115.330085641127,59.1203151877296,92.5787737635745,58.7009206032843
2024-01-22,102.161216811107,127.610031948346,115.18988725565,58.3059082249364,90.2511543151645,57.5392337934148
2024-01-29,102.672980711084,127.605608377078,115.904305117693,58.5418048016752,90.4816164476813,58.1032246072844
2024-02-05,103.985244457057,129.13089306513,117.361558678253,59.5453867472434,90.9957988811089,59.4768779734581
2024-02-12,104.204155268002,128.851739164571,118.464612379913,59.2321506165285,91.8537070916902,58.7020252324206
2024-02-20,104.844426768369,130.048255296492,119.688822585692,59.5186713303636,92.7277788320637,57.9952363695696
2024-02-26,105.353371732466,130.10608031785,120.411065985292,59.8282681065795,93.725437886073,58.1120570066435
2024-03-04,105.60278376287,130.603716191319,119.647046720265,59.8489355068124,94.0726929760499,58.6706489048782
2024-03-11,104.825256605288,129.213613444421,118.687820223544,58.8830271159246,90.8017627843008,57.1185293521204
2024-03-18,103.513858415429,129.846281217309,117.550617031704,56.5449131957089,86.8830138811155,54.783718583283
2024-03-25,101.355919940504,129.786189854328,115.996309681499,52.5266826572751,82.4645054248142,52.1557673063482
2024-04-01,99.3105989667602,130.256039542319,113.710242282099,48.8580379824106,79.1708616050635,51.0453378495073
2024-04-08,97.259291935547,129.405445309366,110.766300826939,46.5113954277642,74.8974996535204,48.3863699437832
2024-04-15,96.2329927821036,129.949812604269,108.81334895682,45.3880003589485,69.6460297310586,47.8194927040672
2024-04-22,95.2910538716862,129.907366342179,108.369466247146,43.6810330664401,65.0955123547375,46.0578234511592
2024-04-29,96.3918499173495,130.67513868625,110.128920854641,44.0989591480115,64.8589674464899,47.6937924136874
2024-05-06,97.5114470913976,130.820975141167,112.145148598211,44.8418586377043,65.7701524323076,48.3673005344712
2024-05-13,97.0069759264305,131.077357275907,110.822102796669,44.2143301656946,65.2806168962715,47.8333788345391
2024-05-20,93.095050088449,127.368092596925,106.37942150784,39.2580778378891,59.2176340903971,43.3247440775629
2024-05-28,90.7793465462858,125.055497965674,103.443688611988,36.4091035846668,54.339874204454,40.7052269252823
2024-06-03,91.1103956306541,124.205608165479,104.53243333164,36.0182198104505,55.1293685627929,40.650581347915
2024-06-10,94.2807553827265,127.199251589383,107.235749978645,39.4663918160668,59.9946040024313,44.5248436563787
2024-06-17,95.6948696440533,129.864397924019,107.997207219651,40.3992022497077,64.1228345592423,45.7812197456017
2024-06-24,96.2594880785423,131.204763376933,108.508303849212,40.2879927508916,67.3447238964967,45.951625200741
2024-07-01,96.5587458047112,132.141094887127,109.324647143459,39.1094180178142,69.8520361489577,46.9870479250807
2024-07-08,97.8834520842995,131.445658778042,112.035394455378,39.732371503587,73.1248116231825,48.5972911314266
2024-07-15,99.384288999899,130.886621514617,113.111917893854,41.7838160502113,73.4310777887617,50.8290445846223
2024-07-22,101.038502353229,131.109338408196,114.635541818307,44.2556156763161,76.314765786121,51.9948828972014
2024-07-29,102.665759731284,131.559541321472,116.677018173794,46.8947510366325,77.9703612179679,51.7501472765419
2024-08-05,104.596264805237,132.75050525186,119.571727207105,48.8705284911509,80.6793920360048,54.6322848893794
2024-08-12,106.502487849439,132.970770412476,122.360154960743,51.9369036058087,80.8042240289938,55.759189048504
2024-08-19,107.51399689417,132.362573060203,123.65362168104,53.4745154970626,84.8537575803358,57.1441344270281
2024-08-26,108.989975525932,132.168891733081,125.069529990641,56.6204659625138,92.6163338180077,56.1050117534508
2024-09-03,110.839388800189,133.03578715143,127.253918695842,59.2456685790009,95.261677893338,57.5509733174647
2024-09-09,113.421819234073,135.303006070837,129.546295113859,62.0806357295847,96.8896098137225,62.5483237320677
2024-09-16,114.434308104836,135.768548356373,131.337771239875,63.1690688905439,94.8719029185937,61.8804743823884
2024-09-23,115.335185557787,136.513532221446,132.476740293805,64.0466031643709,97.497240564286,61.5077656542829
2024-09-30,114.105899681603,135.834174057126,131.62956260633,62.7719299764956,95.3887107816371,57.2840700711029
2024-10-07,113.345706277098,136.443245809169,130.255518443622,61.606710754304,92.704909556052,57.7028742636991
2024-10-15,109.703894240088,135.106065108643,125.961746718847,57.038706033654,86.5652681488993,53.7723980520561
2024-10-21,107.076209813887,134.453446573805,122.423904532306,53.4793926831368,85.5204149945439,50.5452593434224
2024-10-28,104.576257573765,133.071662314112,119.329355835319,50.0469772790042,86.8568951742951,47.1930681196155
2024-11-04,104.088858191563,132.256445812364,119.305513462455,49.3142866334147,86.0998275991009,47.3109056213027
2024-11-12,104.71200940944,132.73765244534,119.781140046297,50.2774075461026,87.1403732538121,49.2102875007914
2024-11-18,106.830999301023,132.66839816113,121.536210093411,53.0924873276712,86.2706110807062,55.1473283416989
2024-11-25,109.482152784484,131.797199260775,124.14758436736,57.2189627621682,91.155767958211,58.1397668325397
2024-12-02,110.85785496662,131.166925375779,126.084731065062,60.2119921662882,92.3663362237499,58.1186110848849
2024-12-09,108.63718551654,130.854404239838,123.559064718309,57.8207895922113,89.2443609585115,55.2083290324135
2024-12-16,104.601678341112,132.582206917633,118.303537142583,51.7729936606076,83.3406309139139,51.5764286073793
2024-12-23,102.49973313337,131.557790276206,115.366548504311,47.3980126886437,79.816514796294,52.2004023884971
2025-01-02,100.190993581408,130.870044210801,113.872843726798,41.177266915606,78.2504063025624,50.8546215690398
2025-01-08,99.3764346900099,128.914671352404,114.304231449855,35.7505965138525,81.7382740837421,52.9903634823701
2025-01-15,97.9408906429225,129.700308092466,114.512684642706,29.8271727610981,83.1660833241273,52.7149243861957
2025-01-22,100.668499241457,130.771815940756,117.158169183125,32.8183469486709,88.9744757467912,54.9043016526405
2025-01-29,103.984154170808,132.866567690762,120.362511343849,38.147672152161,93.5061135230105,56.5951170029525
2025-02-05,106.225839068275,135.113180212328,121.318277031222,42.4193248053126,95.7945329728176,58.801510939557
2025-02-12,107.092244385447,135.772584473253,122.79581610041,44.2049813000319,96.422557267608,58.9434953072202
2025-02-19,107.939032360679,135.477649655532,123.860192865931,47.1827644569089,95.6577276914529,56.8868258949826
2025-02-26,108.602318227158,134.170854710976,125.00287969178,49.7809215095198,96.2973626829911,54.5120839444896
2025-03-05,106.812113437924,133.934943572119,123.072648117931,48.5087552500572,90.528733324023,51.0462483392312
2025-03-12,103.814562479442,133.026946599813,120.201781177566,44.2536242984024,81.8597373579966,49.3209693191545
2025-03-19,100.165334397599,130.740146967536,117.222538521069,39.4406394120672,73.2368145534033,44.065200774737
2025-03-26,97.4548397542874,129.50434946015,114.603467605705,34.4475092583443,68.2581162056004,44.0023658155671
2025-04-02,90.4759716517766,124.949982701554,106.825115493945,24.982919009726,59.8035423809537,37.5051904203313
2025-04-09,86.7029917334537,125.270834283619,101.584784511246,19.7189987176914,55.8790481271371,35.9926598440747
2025-04-16,84.5567448455749,124.129513421274,99.3338294992436,18.3358097284346,52.5889068740417,28.0837511611273
2025-04-23,88.2837394078499,127.659075485329,103.568865697671,22.8997352590237,59.9884827230548,31.2506486879497
2025-04-30,90.6399573802839,127.179777310403,107.510755846396,25.1520649952144,61.7603260839057,33.2923495785403
2025-05-07,93.413776272341,128.832429496175,110.182453521931,28.619534771132,64.5580887191711,38.8054991001752
2025-05-14,94.3658968766938,130.463833755789,111.084348828069,30.8070982720731,62.8749702830696,38.4633417649325
2025-05-21,95.1500083838714,130.791920061282,111.339104523795,32.6089451857641,65.2994530499806,38.7915300106952
2025-05-28,95.7732567925992,137.954718237435,111.845501286845,31.615128494172,70.5936587847732,40.8965299838667
2025-06-04,96.5353139549293,138.012537247651,112.665860364763,31.6796269255403,72.7150783141594,44.0823830449777
2025-06-11,96.9286786920177,137.530548494081,113.471054260297,32.172735891376,73.1877898094019,47.4873904955403
2025-06-18,97.3028282923049,128.36765098651,114.301076550348,34.8733904003459,69.6536858942886,49.6646756110536
2025-06-25,98.5659788563544,127.348606364132,116.070615943837,37.0209324581911,71.2060682598579,52.2960215223578
2025-07-02,99.8714470676896,127.936777176532,117.511973787546,37.9772782237379,72.4081046362755,55.3107395988862
2025-07-09,99.8432503713822,128.445877365889,118.570128651563,36.4320012291178,73.898665846719,55.917265015255
2025-07-16,98.7688755771381,127.961694556727,118.206531330669,33.9789536888229,72.1136071906476,55.4052217467728
2025-07-23,99.0353269490613,128.680526260013,118.152297833347,34.8710622698891,73.1158140347042,53.9544087183531
2025-07-30,100.96468212817,129.593369849811,119.532347579159,37.1584410656416,75.8373224801512,62.3023748095884
2025-08-06,102.900291209913,130.220512520095,121.239271245046,40.4566936292978,79.6175497178149,64.7021447853171
2025-08-13,103.836825066789,130.31285427699,123.652717260854,42.1123924372714,79.2195211194272,65.5366923503353
2025-08-20,103.72661469628,130.55051857722,123.903176174771,43.7556534589013,80.6416072460741,59.0303968671881
2025-08-27,104.571867032452,130.776236043821,125.221562808542,46.3251480338533,80.7416619389907,59.548985952597
2025-09-03,107.631212944922,132.088100162895,128.238275414135,52.2458509481837,83.8839784779662,62.0008457755975
2025-09-10,111.203705115288,133.448071784335,132.267033160355,58.3728323957375,88.8388987683165,64.3381030323257
2025-09-17,112.86935796875,133.651654944282,134.650413576625,61.9051942016935,85.1394720282079,65.7201323412895
2025-09-24,112.677599304493,133.762999013117,134.734472213281,61.6270470840184,80.7881936154644,68.6941051037641
2025-10-01,112.416743461183,133.800337997718,135.537321184606,62.1323577584477,74.8510915239569,66.9810439754114
2025-10-08,113.696351670352,134.733542871794,137.034016117682,65.1091590293402,77.4214844361768,64.8061838021118
2025-10-15,114.365983301031,134.929020287535,137.575607633354,67.8674447049405,79.5243855262439,60.164327781088
2025-10-22,115.136128061531,134.883808915785,139.20450741754,69.4684665641923,78.876829572359,58.8626816551933
2025-10-29,115.355737987578,134.550507269779,139.542449625882,70.0631919351944,78.3188418680578,59.1002972745101
2025-11-05,115.177299259048,134.246993224911,140.219168056512,69.6316138523508,77.0883652919335,57.7186136005195
2025-11-12,114.275052738135,134.954702096689,139.037192583033,67.7141909615342,80.1856197231321,56.6644818105854
2025-11-19,113.853378439791,135.630349149209,139.117836475249,66.0842569681969,83.856857006065,55.4775770541877
