date,All City,Chicago,Cincinnati,Columbus,Dallas,Houston,Las Vegas,Mesa,New York City,Philadelphia,Raleigh,Wichita,Arlington,Charlotte,Boston,Corpus Christi,El Paso,Kansas City,Memphis,Milwaukee,Phoenix,Portland,San Antonio,San Francisco,Seattle,Virginia Beach,Fort Worth,Oklahoma City,Omaha,Pittsburgh,New Orleans,Tucson,Albuquerque
30-04-2018,89.73167298,97.26093734,91.53291264,85.83088244,97.68452543,78.76895582,86.98985847,89.01685588,90.40504535,88.12827253,91.97773913,104.239518,69.50707857,85.56488253,80.81458153,78.53321215,90.51090871,84.63669532,86.04038614,85.56668962,77.01978871,81.22338176,77.17865207,91.44735527,88.15513405,82.50207942,90.05415226,81.68714879,85.89970532,89.46507891,78.8892259,79.43442906,72.14651438
07-05-2018,90.40284804,97.54255072,93.38104996,86.57660562,92.75194102,79.78827446,88.8869485,88.99193,91.56897241,88.37631442,92.11853705,102.3866191,71.44190533,83.21900696,82.83907925,79.70086719,91.0776615,88.72170419,85.22774218,86.59680384,75.81546327,80.80363308,77.25632704,92.90458323,88.49712696,82.8522822,88.36858887,80.61506224,86.64012507,88.79412133,81.94627423,80.45323739,76.81405166
14-05-2018,90.90891735,97.16402391,93.17639945,87.4529381,93.78477064,78.66442583,91.7742616,89.92432258,92.96654503,85.79943478,92.93800648,100.8316662,73.6492126,80.8111883,81.53676401,81.07666379,91.62218461,92.6469399,85.69227696,86.75744364,76.35248267,83.83167706,71.97001833,93.58468811,88.27784964,82.62535224,88.71129524,84.04376418,85.69418683,88.39593562,83.67740248,89.54035398,80.33827438
21-05-2018,92.52496103,98.35911957,92.8445285,87.90509527,93.84458459,78.91811849,93.18288851,93.57225672,95.2034491,88.65958331,95.78062278,100.3832352,74.96290738,85.22458829,82.81774889,83.97610063,94.54324443,93.32501049,89.90518618,87.84897213,76.03204949,87.77896245,73.76145063,94.6225033,89.27503036,83.82550029,89.93039702,82.4288862,88.56398086,89.98165671,83.82694661,90.2727876,81.49393995
29-05-2018,93.54494171,98.32515567,93.28812361,88.9706406,94.9664808,80.96493512,93.88522779,95.0745715,96.97995577,87.74996695,99.21903817,100.9713604,74.69109031,90.39512768,83.10299347,84.4385559,94.60450644,93.40692937,93.59772425,88.77824006,76.93124449,87.96450645,74.16594374,96.39413572,90.80840484,85.66952732,91.664588,80.03798769,87.18711852,91.732849,83.90621253,87.25880309,80.73745133
04-06-2018,94.2781457,99.29430058,93.91319872,88.84461651,95.872225,82.89853051,92.57068575,96.32951354,97.68867758,91.41771715,103.1843091,102.5042154,71.84927982,94.06341031,84.1552306,84.96372239,95.37477585,94.94201944,95.98190104,90.36528948,79.93384688,91.10242108,77.44721903,97.36740891,92.40929341,85.59872895,92.38074644,64.56754998,89.40753756,92.37292077,82.16226109,86.95338971,82.86520423
11-06-2018,93.1378255,98.48661329,92.30202874,89.26485737,96.92332615,84.0357677,93.32782839,94.11430175,95.81946411,94.69414142,101.7524242,103.8387773,71.89042582,91.23584358,84.51841973,85.11442114,92.91660649,95.23409398,94.52338517,89.2893598,81.92868693,89.40529142,74.88798066,96.38813952,90.66060289,85.23936896,92.40078281,63.53628968,89.21788506,92.40663116,81.33692867,90.3756685,84.46899612
18-06-2018,92.73945171,98.87364931,94.30073248,89.35427114,95.73764029,83.31800084,94.42120965,94.44529134,94.46770398,95.7291863,99.52159612,104.629723,74.02546881,90.93425382,84.87346147,84.39987256,93.10618378,95.52637225,93.67180898,89.71759482,83.3437489,88.79321371,74.78103379,95.26001283,91.94060181,84.27502974,90.82666686,67.76479249,91.58112887,94.53373919,81.48707911,94.55588612,87.83266559
25-06-2018,93.39992262,98.95373231,94.88484943,89.80283875,99.81972771,83.38577995,99.67195317,95.70142199,94.98210536,91.45418086,96.34969527,105.1632271,79.34448656,85.25398119,87.31340859,83.982143,95.94653082,93.89276829,91.74907682,91.25926661,83.0395883,85.86386376,76.2743423,95.09150303,92.26866751,87.526268,91.43136112,80.05190708,92.84801641,96.81372188,82.74576745,96.88142067,88.99764676
02-07-2018,94.68823633,99.36259229,96.49446023,90.66394417,99.65236255,82.62548672,100.1150528,97.80898588,97.31926426,85.16169985,94.563837,105.6435178,80.64570827,85.54583015,86.99262278,83.74962866,97.26432321,94.71280635,91.19372779,92.89406906,82.32037158,87.98192772,77.15510643,97.68903786,93.22719331,88.66184887,91.6038884,82.56160832,95.68323878,100.8098554,85.47321181,94.31782924,88.41901021
09-07-2018,96.70860551,98.97511333,96.69515645,91.96265976,103.7564339,83.11118437,100.3631339,98.61756132,101.1834362,84.32162998,95.35405811,106.4669526,82.31397769,85.78049085,88.59394691,84.08970083,98.69887616,99.65375693,91.87978952,94.31300041,83.12742081,90.47277826,78.84089501,98.3690987,92.90502942,90.93061479,94.15808668,85.33276394,96.50627668,102.8332396,87.76596232,96.1942114,86.32372374
16-07-2018,97.1003102,97.19610385,97.7076121,92.64052274,101.0980736,82.71787153,97.10006995,96.64736661,102.3820588,88.56336737,99.37306319,106.1023628,82.98949295,93.31953492,89.53327201,84.26611116,96.15792676,103.1069345,93.08939102,95.94000006,83.24137272,86.46610751,79.95152574,100.3744879,93.41719526,90.80069745,93.39937797,87.53642906,95.3316801,102.8693427,87.28026934,93.73775099,86.27793955
23-07-2018,96.93724153,99.45299635,98.98830438,92.07701524,100.8367501,82.64825285,97.42360687,97.29176377,100.7924698,91.86717192,101.9522012,106.2457513,82.85063144,92.39478994,90.84268558,84.21093203,95.91423635,103.3362261,93.96967259,93.69183067,85.02976314,84.59565478,81.16082255,98.08988054,92.79670985,90.66268188,93.51124878,88.91958563,93.4446135,101.9405286,88.68976341,97.81967915,88.06888564
30-07-2018,95.43228071,100.3529847,97.61607691,90.57241168,99.74976187,81.56278807,98.12591088,99.06152896,97.53640139,91.82168522,101.8406226,106.1701625,82.12004381,90.46169956,89.18552353,85.29688155,96.17635513,97.29707398,92.14552693,93.5580919,84.19245474,79.31469203,83.00472246,97.6432244,92.20007441,90.25028047,93.08747248,88.31075525,91.79797232,100.1732631,89.98102533,95.93273087,91.65164262
06-08-2018,94.80620957,101.8407582,97.13961282,90.55628983,100.0165351,82.95710942,95.35639663,98.57807411,95.3382509,89.15093428,100.0739033,106.5605784,81.33807176,92.84431333,88.44886632,86.80581726,96.12743769,97.69617248,94.65070821,91.36109452,84.20572328,81.92725567,82.30369629,95.82950571,92.27078694,91.64950368,94.31847993,88.2207715,91.33901344,99.52450522,90.43296302,98.35796862,91.88625521
13-08-2018,94.47548215,100.8036831,96.14323715,90.56191758,100.0948114,83.99343963,95.46102081,95.90652173,94.95401623,87.2802625,101.015231,106.5727067,80.45794108,93.07924384,87.43309668,87.49408622,96.54989248,97.96289494,95.27945334,94.22364652,83.87835362,81.67570371,77.71098621,96.87418491,92.96391892,92.55129741,94.68745023,85.39999553,91.90576104,97.66918393,90.02602252,97.21347108,89.4791991
